;;NEW COTY;;;;;
"Ref 
Fournisseur ";Ref SAP ; DESIGNATION ;"SIZE 
ML";"Pre
Pack";DFRRP (EUR);Domestic RRP (EUR);Ean Codes
;;;;;;;
;;;;;;;
;; SPECIAL PRICE OFFER - 30% ;;;;;
;;;;;;;
;; Boss Jour Lumineuse - Eau de Parfum ;;;;;
82459157;82459157;LACOSTE EAU L.12.12 ENERGIZED EDT ;100;;60;75;7,3087E+11
;;;;;;;
;; L12.12 Jaune - Eau de toilette ;;;;;
82448885;82448885;L12.12 JAUNE EDT VAPO;50;45;44;55;7,37053E+11
82447355;82447355;L12.12 JAUNE EDT VAPO;100;24;60;75;7,37053E+11
;;;;;;;
;; L12.12 Noir - Eau de toilette ;;;;;
82464355;82448880; L 12 12 NOIR EDT  ;50;24;44;55;7,37053E+11
82460327;82435779; L 12 12 NOIR EDT  ;100;20;60;75;7,37053E+11
;;;;;;;
;; L12.12 Rouge - Eau de toilette ;;;;;
82448892;82448892; L.12.12 ROUGE EDT ;50;24;44;55;7,37053E+11
82427095;82427095; L12.12 ROUGE EDT  ;100;20;60;75;7,37053E+11
;;;;;;;
;; L12.12 Blanc - Eau de toilette ;;;;;
82448875;82448875;L.12.12 BLANC EDT ;50;24;44;55;7,37053E+11
82460019;82419427; L.12.12 BLANC EDT ;100;20;60;75;7,37052E+11
;;;;;;;
;; LACOSTE CHALLENGE ;;;;;
;;;;;;;
;; Challenge-Eau de toilette ;;;;;
82450950;81127575;LACOSTE CHALLENGE EDT ;90;24;56;70;7,37052E+11
;;;;;;;
;; Challenge Refresh  ;;;;;
82423152;82423152;CHALLENGE REFRESH  DEO STICK ;75;;17,6;22;7,37052E+11
;;;;;;;
;; LACOSTE ESSENTIAL  ;;;;;
;;;;;;;
;;Essential -Eau de toilette;;;;;
80948323;107041;ESSENTIAL EDT;75;30;46,4;58;7,37052E+11
80948321;107040;ESSENTIAL EDT;125;24;60,8;76;7,37052E+11
;;;;;;;
;; LACOSTE BOOSTER ;;;;;
;;;;;;;
;;Lacoste Booster - Eau de toilette;;;;;
81091146;107070;BOOSTER EDT  ;125;24;56;70;3,3558E+12
;;;;;;;
;; LACOSTE OTHERS ;;;;;
;;;;;;;
;;Lacoste original - Eau de toilette;;;;;
82451331;107061;ORIGINAL EDT  ;50;36;44;55;3,3558E+12
82464357;107060;ORIGINAL EDT  ;100;18;60;75;3,3558E+12
;;;;;;;
;;Lacoste pour homme - Eau de toilette;;;;;
80989242;107091;POUR HOMME EDT  ;50;36;44;55;7,37053E+11
80989241;107090;POUR HOMME EDT  ;100;27;60;75;7,37053E+11
;;;;;;;
;;Lacoste Red - Eau de toilette;;;;;
82418894;107001;RED EDT  ;75;27;46,4;58;7,37052E+11
82451334;107000;RED EDT  ;125;24;60,8;76;7,37052E+11
;;;;;;;
;;;;;;;
;; ESCADA ;;;;;
;;;;;;;
;;WOMEN FRAGRANCES ;;;;;
;;;;;;;
;; Summer 2017  Fashion Fragrance ;;;;;
;;;;;;;
;;Fiesta Carioca -Eau de Toilette;;;;;
82462388;82462388;ESCADA FIESTA CARIOCA EDT ;50;;45,6;57;7,3087E+11
82462389;82462389;ESCADA FIESTA CARIOCA EDT ;100;;58,4;73;7,3087E+11
;;;;;;;
;;Agua del sol -Eau de Toilette;;;;;
82455910;82455910;ESCADA AGUA DEL SOL EDT VAPO ***;100;30;58,4;73;7,3087E+11
;;;;;;;
;; ESCADA Joyful ;;;;;
;;;;;;;
;; Joyful - Eau de parfum ;;;;;
82442750;82442750;ESCADA JOYFUL EDP  ;50;36;58,4;73;7,37053E+11
82442751;82442751;ESCADA JOYFUL EDP  ;75;27;76;95;7,37053E+11
;;;;;;;
;; ESCADA ESPECIALLY ;;;;;
;;;;;;;
;;Especially Escada - Eau de parfum;;;;;
82420728;82420728;ESPECIALLY ESCADA EDP;30;21;41,6;52;7,37052E+11
82450943;82420729;ESPECIALLY ESCADA EDP;50;21;58,4;73;7,37052E+11
82450945;82420730;ESPECIALLY ESCADA EDP;75;36;76;95;7,37052E+11
;;;;;;;
;;Especially Elixir - Eau de parfum;;;;;
82437006;PG82437006;ESCADA ESPECIALLY ELIXIR EDP ;30;36;41,6;52;7,37053E+11
82437008;82437008;ESCADA ESPECIALLY ELIXIR EDP  ;50;21;58,4;73;7,37053E+11
82437009;82437009;ESCADA ESPECIALLY ELIXIR EDP  ;75;21;76;95;7,37053E+11
;;;;;;;
;; OTHERS ;;;;;
;;;;;;;
;;Escada Magnetism  - Eau de parfum;;;;;
82432252;440;MAGNETISM EDP ;50;36;50,4;63;3,39367E+12
82432251;441;MAGNETISM EDP ;75;24;64;80;3,39367E+12
